Borough_BORO,ZIPCODE,CUISINE,ACT.CODE,VIOLCODE,SCORE,CURRENTGRADE_current
Borough_Brooklyn,11220,Bakery,D_action,10F,13,A_current
Borough_Brooklyn,11229,Bakery,D_action,10F,4,A_current
Borough_Queens,11418,---,F_action,04H,48,Z_current
Borough_Queens,11418,---,F_action,99B,48,Z_current
Borough_Manhattan,10014,American,U_action,04H,27,B_current
Borough_Queens,11418,---,F_action,02G,48,Z_current
Borough_Brooklyn,11212,Caribbean,U_action,09B,20,B_current
Borough_Queens,11435,Chinese,D_action,10B,10,A_current
Borough_Queens,11368,Mexican,F_action,02B,42,Z_current
Borough_Queens,11418,---,F_action,02B,48,Z_current
Borough_Manhattan,10014,American,U_action,04L,27,B_current
Borough_Manhattan,10014,Italian,U_action,06C,19,B_current
Borough_Queens,11377,American,U_action,10A,17,B_current
Borough_Brooklyn,11235,Russian,U_action,06C,24,B_current
Borough_Brooklyn,11235,Russian,U_action,10C,24,B_current
Borough_Queens,11101,American,U_action,06D,12,A_current
Borough_Queens,11101,American,U_action,06E,12,A_current
Borough_Brooklyn,11212,Caribbean,U_action,04A,20,B_current
Borough_Brooklyn,11235,Russian,U_action,06D,24,B_current
Borough_Queens,11368,Mexican,F_action,02G,42,Z_current
Borough_Queens,11368,Mexican,F_action,04A,42,Z_current
Borough_Queens,11368,Mexican,F_action,06E,42,Z_current
Borough_Queens,11369,American,D_action,02G,12,A_current
Borough_Queens,11369,American,D_action,08B,12,A_current
Borough_Queens,11369,American,D_action,99B,12,A_current
Borough_Manhattan,10014,American,U_action,04C,27,B_current
Borough_Queens,11377,American,U_action,02G,17,B_current
Borough_Queens,11377,American,U_action,06D,17,B_current
Borough_Manhattan,10011,Thai,U_action,02G,27,B_current
Borough_Brooklyn,11235,Russian,U_action,04L,24,B_current
Borough_Queens,11101,American,U_action,10F,12,A_current
Borough_Queens,11368,Mexican,F_action,99B,42,Z_current
Borough_Queens,11385,---,U_action,04L,14,B_current
Borough_Queens,11385,---,U_action,10F,14,B_current
Borough_Queens,11377,American,U_action,99B,17,B_current
Borough_Brooklyn,11236,Chinese,U_action,04L,27,B_current
Borough_Manhattan,10011,Thai,U_action,05D,27,B_current
Borough_Queens,11377,---,U_action,06D,20,B_current
Borough_Queens,11377,---,U_action,08A,20,B_current
Borough_Brooklyn,11209,Chicken,D_action,10F,12,A_current
Borough_Brooklyn,11235,Russian,U_action,02G,24,B_current
Borough_Brooklyn,11236,Chinese,U_action,08A,27,B_current
Borough_Brooklyn,11236,Chinese,U_action,02B,27,B_current
Borough_Manhattan,10003,American,D_action,06E,5,A_current
Borough_Queens,11421,Other,D_action,04A,10,A_current
Borough_Queens,11372,Pizza/Italian,F_action,02G,51,Z_current
Borough_Queens,11372,Pizza/Italian,F_action,07A,51,Z_current
Borough_Queens,11377,---,U_action,10B,20,B_current
Borough_Manhattan,10038,American,D_action,02G,12,A_current
Borough_Brooklyn,11209,Chicken,D_action,02B,12,A_current
Borough_Manhattan,10014,Italian,U_action,08A,19,B_current
Borough_Manhattan,10014,Italian,U_action,10B,19,B_current
Borough_Brooklyn,11221,Chicken,U_action,06D,22,B_current
Borough_Brooklyn,11221,Chicken,U_action,05C,22,B_current
Borough_Brooklyn,11221,Chicken,U_action,10F,22,B_current
Borough_Brooklyn,11229,Bakery,D_action,10E,4,A_current
Borough_Brooklyn,11221,Chicken,U_action,06C,22,B_current
Borough_Manhattan,10014,Italian,U_action,04L,19,B_current
Borough_Brooklyn,11204,Chinese,U_action,06D,26,B_current
Borough_Queens,11379,Italian,U_action,06C,27,B_current
Borough_Brooklyn,11215,American,D_action,08A,9,A_current
Borough_Brooklyn,11206,Chinese,F_action,04J,29,C_current
Borough_Brooklyn,11208,---,D_action,10B,7,A_current
Borough_Manhattan,10025,MiddleEastern,U_action,06E,13,A_current
Borough_Queens,11379,Italian,U_action,04N,27,B_current
Borough_Queens,11379,Italian,U_action,08C,27,B_current
Borough_Queens,11377,---,U_action,04L,20,B_current
Borough_Brooklyn,11215,American,D_action,04L,9,A_current
Borough_Queens,11379,Italian,U_action,08A,27,B_current
Borough_Manhattan,10029,American,F_action,04J,41,C_current
Borough_Queens,11379,Italian,U_action,02G,27,B_current
Borough_Queens,11368,---,U_action,04N,19,B_current
Borough_Queens,11372,Pizza/Italian,F_action,02B,51,Z_current
Borough_Queens,11372,Pizza/Italian,F_action,08A,51,Z_current
Borough_Queens,11377,---,U_action,04N,20,B_current
Borough_Queens,11368,---,U_action,06F,19,B_current
Borough_Queens,11368,---,U_action,08A,19,B_current
Borough_Manhattan,10029,American,F_action,10F,41,C_current
Borough_Queens,11373,Steak,D_action,10F,8,A_current
Borough_Queens,11419,Caribbean,F_action,04N,30,C_current
Borough_Queens,11419,Caribbean,F_action,08A,30,C_current
Borough_Queens,11419,Caribbean,F_action,10F,30,C_current
Borough_Brooklyn,11208,Pizza,D_action,02G,12,A_current
Borough_Queens,11419,Caribbean,F_action,04M,30,C_current
Borough_Brooklyn,11220,Sandwiches,D_action,08C,12,A_current
Borough_Brooklyn,11239,Chinese,U_action,04L,19,B_current
Borough_Manhattan,10002,Chinese,D_action,09C,12,A_current
Borough_Manhattan,10002,Chinese,D_action,10F,12,A_current
Borough_Manhattan,10069,Italian,U_action,06E,27,Z_current
Borough_Brooklyn,11220,Sandwiches,D_action,05D,12,A_current
Borough_Queens,11419,Caribbean,F_action,06D,30,C_current
Borough_Queens,11372,Pizza/Italian,F_action,04L,51,Z_current
Borough_Manhattan,10038,American,D_action,10F,12,A_current
Borough_Queens,11419,Caribbean,F_action,04L,30,C_current
Borough_Brooklyn,11204,Chinese,U_action,04L,26,B_current
Borough_Brooklyn,11239,Chinese,U_action,02G,19,B_current
Borough_Brooklyn,11206,Chinese,F_action,02G,29,C_current
Borough_Manhattan,10128,Chinese,U_action,10B,15,B_current
Borough_Bronx,10455,Chinese,D_action,06C,10,A_current
Borough_Brooklyn,11239,Chinese,U_action,08A,19,B_current
Borough_Manhattan,10014,Italian,U_action,10B,11,A_current
Borough_Manhattan,10128,---,U_action,04L,7,A_current
Borough_Brooklyn,11211,Sandwiches,D_action,10F,10,A_current
Borough_Brooklyn,11204,Chinese,U_action,05D,26,B_current
Borough_Queens,11373,Chinese,D_action,02G,7,A_current
Borough_Bronx,10458,Caribbean,D_action,10B,7,A_current
Borough_Brooklyn,11215,Asian,D_action,08A,11,A_current
Borough_Manhattan,10025,MiddleEastern,U_action,02G,13,A_current
Borough_Brooklyn,11204,Chinese,U_action,08A,26,B_current
Borough_Bronx,10455,Chinese,D_action,10F,10,A_current
Borough_Brooklyn,11206,Chinese,F_action,10B,29,C_current
Borough_Brooklyn,11208,---,D_action,10F,7,A_current
Borough_Brooklyn,11208,Pizza,D_action,06C,12,A_current
Borough_Manhattan,10029,American,F_action,02G,41,C_current
Borough_Brooklyn,11215,Asian,D_action,04L,11,A_current
Borough_Brooklyn,11215,Asian,D_action,10A,11,A_current
Borough_Bronx,10472,American,U_action,06A,11,A_current
Borough_Bronx,10472,American,U_action,08A,11,A_current
Borough_Queens,11101,Spanish,D_action,10B,11,A_current
Borough_Queens,11372,American,D_action,10F,13,A_current
Borough_Manhattan,10029,American,F_action,02B,41,C_current
Borough_Manhattan,10038,American,D_action,06E,12,A_current
Borough_Brooklyn,11206,Chinese,F_action,10D,34,C_current
Borough_Brooklyn,11225,Caribbean,U_action,04H,19,C_current
Borough_Queens,11368,---,U_action,04L,10,A_current
Borough_Queens,11373,Chinese,D_action,04N,11,A_current
Borough_Manhattan,10069,Italian,U_action,08A,27,Z_current
Borough_Manhattan,10069,Italian,U_action,09B,27,Z_current
Borough_Manhattan,10128,Italian,F_action,05D,60,C_current
Borough_Manhattan,10128,Italian,F_action,10F,60,C_current
Borough_Manhattan,10069,Italian,U_action,02B,27,Z_current
Borough_Manhattan,10069,Italian,U_action,04N,27,Z_current
Borough_Bronx,10472,American,U_action,04L,11,A_current
Borough_Queens,11373,Steak,D_action,06D,8,A_current
Borough_Manhattan,10019,Other,U_action,02B,26,B_current
Borough_Queens,11104,Pizza,D_action,10I,4,A_current
Borough_Brooklyn,11211,Sandwiches,D_action,06A,10,A_current
Borough_Manhattan,10002,Chinese,D_action,02G,12,A_current
Borough_Queens,11368,American,D_action,10F,4,A_current
Borough_Bronx,10463,Café/Coffee/Tea,D_action,04N,11,A_current
Borough_Bronx,10458,Spanish,U_action,02G,24,Z_current
Borough_Brooklyn,11211,Sandwiches,D_action,10B,10,A_current
Borough_Brooklyn,11218,Sandwiches,U_action,02B,18,B_current
Borough_Queens,11355,Café/Coffee/Tea,D_action,10B,6,A_current
Borough_Queens,11372,Spanish,U_action,04L,21,Z_current
Borough_Queens,11372,Spanish,U_action,06A,21,Z_current
Borough_Queens,11104,Pizza,D_action,10F,4,A_current
Borough_Manhattan,10007,American,U_action,10F,10,A_current
Borough_Manhattan,10065,French,D_action,04C,9,A_current
Borough_Manhattan,10065,French,D_action,10F,9,A_current
Borough_Queens,11419,Indian,D_action,10B,11,A_current
Borough_Manhattan,10001,Pakistani,D_action,06D,12,A_current
Borough_Bronx,10463,Café/Coffee/Tea,D_action,08A,11,A_current
Borough_Bronx,10458,Caribbean,D_action,06C,7,A_current
Borough_Bronx,10458,Spanish,U_action,10F,24,Z_current
Borough_Queens,11368,American,U_action,04A,16,B_current
Borough_Queens,11372,Spanish,U_action,08A,21,Z_current
Borough_Bronx,10463,Pizza,U_action,02B,9,A_current
Borough_Manhattan,10128,Chinese,U_action,02G,15,B_current
Borough_Manhattan,10128,Chinese,U_action,10F,15,B_current
Borough_Queens,11432,Asian,D_action,06E,7,A_current
Borough_Queens,11417,Chinese,D_action,02C,13,A_current
Borough_Queens,11432,Asian,D_action,10F,7,A_current
Borough_Bronx,10461,Chinese,D_action,10F,12,A_current
Borough_Manhattan,10010,Italian,F_action,02B,50,C_current
Borough_Brooklyn,11206,Chinese,F_action,02G,34,C_current
Borough_Manhattan,10010,Italian,F_action,04C,50,C_current
Borough_Brooklyn,11206,Chinese,F_action,08C,34,C_current
Borough_Brooklyn,11206,Chinese,F_action,10B,34,C_current
Borough_Manhattan,10010,Italian,F_action,02G,50,C_current
Borough_Manhattan,10010,Italian,F_action,06E,50,C_current
Borough_Manhattan,10010,Italian,F_action,99B,50,C_current
Borough_Queens,11385,American,D_action,06E,6,A_current
Borough_Manhattan,10128,Italian,F_action,02G,60,C_current
Borough_Manhattan,10128,Italian,F_action,04J,60,C_current
Borough_Manhattan,10038,American,D_action,10B,12,A_current
Borough_Brooklyn,11206,Chinese,F_action,05D,34,C_current
Borough_Manhattan,10128,Italian,F_action,04H,60,C_current
Borough_Brooklyn,11225,Caribbean,U_action,04M,19,C_current
Borough_Manhattan,10010,Italian,F_action,04J,50,C_current
Borough_Queens,11372,American,D_action,99B,13,A_current
Borough_Brooklyn,11225,Caribbean,U_action,04L,19,C_current
Borough_Manhattan,10128,Italian,F_action,05H,60,C_current
Borough_Manhattan,10128,Italian,F_action,09B,60,C_current
Borough_Brooklyn,11206,Chinese,F_action,06F,34,C_current
Borough_Queens,11372,Other,D_action,04N,11,A_current
Borough_Manhattan,10002,---,D_action,04N,11,A_current
Borough_Queens,11418,Chinese,F_action,06C,16,B_current
Borough_Brooklyn,11225,Caribbean,U_action,08A,19,C_current
Borough_Manhattan,10019,Other,U_action,06A,26,B_current
Borough_Manhattan,10019,Other,U_action,08A,26,B_current
Borough_Brooklyn,11232,Bakery,D_action,10F,6,A_current
Borough_Queens,11372,American,D_action,02G,13,A_current
Borough_5,10305,Chinese,D_action,10F,11,A_current
Borough_Manhattan,10002,---,D_action,08A,11,A_current
Borough_Queens,11418,Chinese,F_action,04M,16,B_current
Borough_Queens,11418,Chinese,F_action,10F,16,B_current
Borough_Queens,11372,Other,D_action,08A,11,A_current
Borough_Manhattan,10028,Italian,O_action,09A,2,Z_current
Borough_Manhattan,10019,Other,U_action,04N,26,B_current
Borough_Manhattan,10019,Other,U_action,10B,26,B_current
Borough_Queens,11419,Indian,D_action,06C,11,A_current
Borough_Queens,11373,Chinese,D_action,08A,11,A_current
Borough_Manhattan,10019,Other,U_action,04L,26,B_current
Borough_Manhattan,10001,Pakistani,D_action,02G,12,A_current
Borough_Queens,11101,American,D_action,08C,5,A_current
Borough_Queens,11419,Indian,D_action,10H,11,A_current
Borough_Queens,11419,Indian,D_action,10F,11,A_current
Borough_Brooklyn,11218,Sandwiches,U_action,04L,18,B_current
Borough_Bronx,10458,Spanish,U_action,10B,24,Z_current
Borough_Queens,11417,Chinese,D_action,10F,13,A_current
Borough_Brooklyn,11235,American,D_action,10F,2,A_current
Borough_Queens,11106,Mediterranean,D_action,09A,9,A_current
Borough_Queens,11101,American,D_action,10B,5,A_current
Borough_Queens,11101,---,D_action,10F,2,A_current
Borough_Brooklyn,11232,Bakery,D_action,10A,6,A_current
Borough_Brooklyn,11232,Bakery,D_action,10B,6,A_current
Borough_Queens,11106,Mediterranean,D_action,06D,9,A_current
Borough_Queens,11106,Mediterranean,D_action,09B,9,A_current
Borough_Queens,11419,American,D_action,06B,5,A_current
Borough_Queens,11368,American,U_action,04K,16,B_current
Borough_5,10305,Chinese,D_action,06C,11,A_current
Borough_5,10305,Chinese,D_action,10B,11,A_current
Borough_Bronx,10461,Chinese,D_action,02G,12,A_current
Borough_Bronx,10461,Chinese,D_action,10E,12,A_current
Borough_Brooklyn,11218,Sandwiches,U_action,08A,18,B_current
Borough_Brooklyn,11211,American,O_action,10A,5,Z_current
Borough_Brooklyn,11211,American,O_action,10B,5,Z_current
Borough_Queens,11372,Spanish,U_action,06C,21,Z_current
Borough_Queens,11101,---,D_action,10F,2,A_current
Borough_Queens,11417,Chinese,D_action,06C,13,A_current
Borough_Manhattan,10002,Steak,U_action,02G,24,Z_current
Borough_Queens,11375,American,D_action,10F,12,A_current
Borough_Manhattan,10019,Steak,D_action,10F,10,A_current
Borough_Bronx,10463,NotListed/NotApplicable,U_action,04H,26,Z_current
Borough_Brooklyn,11236,Pizza,D_action,10F,10,A_current
Borough_Brooklyn,11220,Chinese,U_action,04L,16,B_current
Borough_Brooklyn,11220,Chinese,U_action,04N,16,B_current
Borough_Brooklyn,11220,Chinese,U_action,06E,16,B_current
Borough_Brooklyn,11220,Chinese,U_action,08A,16,B_current
Borough_Manhattan,10038,Chinese,U_action,02B,8,A_current
Borough_Brooklyn,11231,Delicatessen,B_action,10F,10,A_current
Borough_Manhattan,10128,Bagels/Pretzels,U_action,10B,21,B_current
Borough_Manhattan,10002,American,U_action,04C,7,A_current
Borough_Brooklyn,11212,Chinese,F_action,10A,13,A_current
Borough_5,10306,Japanese,U_action,03B,27,B_current
Borough_5,10306,Japanese,U_action,06E,27,B_current
Borough_Manhattan,10128,American,F_action,02G,26,B_current
Borough_Brooklyn,11205,Thai,U_action,02G,19,B_current
Borough_Brooklyn,11220,Bakery,U_action,02B,27,Z_current
Borough_Brooklyn,11217,Thai,F_action,06E,33,C_current
Borough_Brooklyn,11217,Thai,F_action,10D,33,C_current
Borough_Manhattan,10002,American,U_action,10H,24,B_current
Borough_Bronx,10472,Hamburgers,D_action,10B,10,A_current
Borough_Manhattan,10014,American,U_action,04N,15,B_current
Borough_Queens,11101,American,U_action,02G,8,A_current
Borough_5,10310,---,F_action,10F,42,C_current
Borough_Brooklyn,11211,American,F_action,10B,32,C_current
Borough_Brooklyn,11211,American,F_action,99B,32,C_current
Borough_Bronx,10463,Bakery,F_action,04M,52,Z_current
Borough_Bronx,10463,Bakery,F_action,10F,52,Z_current
Borough_Manhattan,10003,Korean,U_action,04L,6,A_current
Borough_Manhattan,10029,---,U_action,06A,20,B_current
Borough_Brooklyn,11220,Thai,U_action,10F,27,B_current
Borough_Queens,11385,Spanish,F_action,02G,52,C_current
Borough_Queens,11385,Spanish,F_action,99B,52,C_current
Borough_Brooklyn,11209,Bagels/Pretzels,D_action,02G,13,A_current
Borough_Brooklyn,11209,Bagels/Pretzels,D_action,99B,13,A_current
Borough_Brooklyn,11220,Bakery,D_action,06D,12,A_current
Borough_Bronx,10463,Japanese,D_action,06A,12,A_current
Borough_Bronx,10468,Pizza,D_action,04L,13,A_current
Borough_Bronx,10468,Pizza,D_action,08A,13,A_current
Borough_Manhattan,10011,American,U_action,04N,27,Z_current
Borough_Manhattan,10011,American,U_action,08A,27,Z_current
Borough_Manhattan,10011,American,U_action,10I,27,Z_current
Borough_5,10312,Chinese,U_action,02B,26,Z_current
Borough_Queens,11103,MiddleEastern,O_action,10E,4,A_current
Borough_Bronx,10456,Chinese,U_action,06C,21,Z_current
Borough_Queens,11385,Chicken,D_action,10F,12,A_current
Borough_Brooklyn,11220,Delicatessen,F_action,04J,31,C_current
Borough_Queens,11418,---,F_action,06C,48,Z_current
Borough_Queens,11418,---,F_action,10F,48,Z_current
Borough_Queens,11435,Chinese,D_action,06C,10,A_current
Borough_Queens,11385,---,U_action,08A,14,B_current
Borough_Manhattan,10011,Thai,U_action,06E,27,B_current
Borough_Brooklyn,11236,Chinese,U_action,02G,27,B_current
Borough_Bronx,10455,Bakery,D_action,10F,2,A_current
Borough_Brooklyn,11221,Chicken,U_action,08C,22,B_current
Borough_Queens,11368,---,U_action,10D,19,B_current
Borough_Manhattan,10038,American,D_action,10B,12,A_current
Borough_Queens,11419,Caribbean,F_action,02G,30,C_current
Borough_Queens,11419,Caribbean,F_action,99B,30,C_current
Borough_Brooklyn,11206,Chinese,F_action,04D,29,C_current
Borough_Brooklyn,11208,---,D_action,08C,7,A_current
Borough_Manhattan,10029,American,F_action,04N,41,C_current
Borough_Manhattan,10029,American,F_action,08A,41,C_current
Borough_Queens,11368,---,U_action,08A,10,A_current
Borough_Manhattan,10069,Italian,U_action,10F,27,Z_current
Borough_Manhattan,10014,Italian,U_action,04N,11,A_current
Borough_Queens,11355,Café/Coffee/Tea,D_action,10F,6,A_current
Borough_Manhattan,10007,American,U_action,02G,10,A_current
Borough_Queens,11101,Spanish,D_action,02G,11,A_current
Borough_Queens,11101,Spanish,D_action,09B,11,A_current
Borough_Manhattan,10010,Italian,F_action,04A,50,C_current
Borough_Manhattan,10038,American,D_action,06F,12,A_current
Borough_Brooklyn,11206,Chinese,F_action,06C,34,C_current
Borough_Manhattan,10128,Italian,F_action,02B,60,C_current
Borough_Manhattan,10128,Italian,F_action,99B,60,C_current
Borough_Queens,11418,Chinese,F_action,04N,16,B_current
Borough_Manhattan,10002,---,D_action,10B,11,A_current
Borough_Queens,11372,Spanish,U_action,10F,21,Z_current
Borough_Manhattan,10011,American,B_action,,0,A_current
Borough_Brooklyn,11223,Jewish/Kosher,D_action,99B,10,A_current
Borough_Brooklyn,11223,Jewish/Kosher,D_action,02G,10,A_current
Borough_Manhattan,10011,Donuts,D_action,06D,9,A_current
Borough_Manhattan,10011,Donuts,D_action,10F,9,A_current
Borough_Bronx,10462,Steak,F_action,06D,34,C_current
Borough_Bronx,10462,Steak,F_action,08A,34,C_current
Borough_Bronx,10462,Steak,F_action,04L,34,C_current
Borough_Bronx,10462,Steak,F_action,02G,34,C_current
Borough_Bronx,10462,Steak,F_action,10H,34,C_current
Borough_Brooklyn,11237,Pizza/Italian,U_action,06C,17,B_current
Borough_Brooklyn,11237,Pizza/Italian,U_action,02G,17,B_current
Borough_Brooklyn,11237,Pizza/Italian,U_action,99B,17,B_current
Borough_Manhattan,10013,American,D_action,02G,10,A_current
Borough_Queens,11422,American,U_action,06E,9,A_current
Borough_Queens,11101,American,U_action,10F,22,Z_current
Borough_Manhattan,10023,Italian,D_action,10B,8,A_current
Borough_Manhattan,10023,Italian,D_action,10F,8,A_current
Borough_Queens,11101,American,U_action,02G,22,Z_current
Borough_Queens,11101,American,U_action,06D,22,Z_current
Borough_Queens,11101,American,U_action,06C,22,Z_current
Borough_Manhattan,10036,American,U_action,02G,27,Z_current
Borough_Manhattan,10017,Bagels/Pretzels,F_action,04H,7,A_current
Borough_Manhattan,10004,Italian,F_action,02G,44,Z_current
Borough_Manhattan,10004,Italian,F_action,04H,44,Z_current
Borough_Manhattan,10036,American,U_action,06C,27,Z_current
Borough_Manhattan,10036,American,U_action,10F,27,Z_current
Borough_Manhattan,10036,American,U_action,02B,27,Z_current
Borough_Manhattan,10004,Italian,F_action,99B,44,Z_current
Borough_Manhattan,10004,Italian,F_action,04A,44,Z_current
Borough_Manhattan,10004,Italian,F_action,06C,44,Z_current
Borough_Manhattan,10004,Italian,F_action,10B,44,Z_current
Borough_Manhattan,10004,Italian,F_action,10F,44,Z_current
Borough_Manhattan,10004,Italian,F_action,04C,44,Z_current
Borough_Manhattan,10017,American,D_action,10F,13,A_current
Borough_Manhattan,10017,American,D_action,02G,13,A_current
Borough_Brooklyn,11209,MiddleEastern,D_action,08C,4,A_current
Borough_Brooklyn,11209,MiddleEastern,D_action,10F,4,A_current
Borough_Manhattan,10001,American,U_action,04L,27,B_current
Borough_Manhattan,10001,American,U_action,02G,27,B_current
Borough_Manhattan,10001,American,U_action,08A,27,B_current
Borough_Manhattan,10001,American,U_action,10B,27,B_current
Borough_Manhattan,10019,Japanese,D_action,10F,10,A_current
Borough_Manhattan,10001,American,U_action,02B,27,B_current
Borough_Manhattan,10019,Japanese,D_action,02G,10,A_current
Borough_Queens,11432,---,D_action,06A,8,A_current
Borough_Queens,11435,---,D_action,06E,9,A_current
Borough_Queens,11435,---,D_action,10F,9,A_current
Borough_Queens,11435,---,D_action,08B,9,A_current
Borough_Manhattan,10022,Chinese,D_action,10F,12,A_current
Borough_Manhattan,10022,Chinese,D_action,10B,12,A_current
Borough_Manhattan,10039,SoulFood,G_action,02G,30,A_current
Borough_Manhattan,10039,SoulFood,G_action,05F,30,A_current
Borough_Bronx,10458,Italian,U_action,04N,18,Z_current
Borough_Bronx,10458,Italian,U_action,08A,18,Z_current
Borough_Bronx,10458,Italian,U_action,06D,18,Z_current
Borough_Manhattan,10039,SoulFood,G_action,08A,30,A_current
Borough_Manhattan,10039,SoulFood,G_action,04M,30,A_current
Borough_Brooklyn,11237,---,U_action,05D,24,B_current
Borough_Brooklyn,11237,---,U_action,10F,24,B_current
Borough_Brooklyn,11237,---,U_action,06C,24,B_current
Borough_Manhattan,10019,Bakery,F_action,02G,58,C_current
Borough_Manhattan,10019,Bakery,F_action,06D,58,C_current
Borough_Manhattan,10019,Bakery,F_action,04H,58,C_current
Borough_Manhattan,10019,Chinese,U_action,10B,10,A_current
Borough_Queens,11432,American,G_action,02G,56,B_current
Borough_Manhattan,10019,Bakery,F_action,04N,58,C_current
Borough_Manhattan,10019,Bakery,F_action,08A,58,C_current
Borough_Manhattan,10019,Bakery,F_action,10F,58,C_current
Borough_Manhattan,10019,Bakery,F_action,05D,58,C_current
Borough_Manhattan,10019,Bakery,F_action,04M,58,C_current
Borough_Queens,11432,American,G_action,04M,56,B_current
Borough_Queens,11432,American,G_action,08A,56,B_current
Borough_Queens,11432,American,G_action,04N,56,B_current
Borough_Queens,11432,American,G_action,10F,56,B_current
Borough_Queens,11432,American,G_action,02B,56,B_current
Borough_Queens,11432,American,G_action,10B,56,B_current
Borough_Manhattan,10020,Seafood,D_action,10F,12,A_current
Borough_Bronx,10461,Bakery,U_action,04N,23,B_current
Borough_Queens,11375,Sandwiches,U_action,02G,27,B_current
Borough_Manhattan,10020,Seafood,D_action,04H,12,A_current
Borough_Manhattan,10020,Seafood,D_action,10B,12,A_current
Borough_Bronx,10461,Bakery,U_action,08A,23,B_current
Borough_Bronx,10461,Bakery,U_action,10B,23,B_current
Borough_Queens,11375,Sandwiches,U_action,04N,27,B_current
Borough_Queens,11375,Sandwiches,U_action,06D,27,B_current
Borough_Queens,11375,Sandwiches,U_action,10F,27,B_current
Borough_Queens,11375,Sandwiches,U_action,08A,27,B_current
Borough_Bronx,10461,Bakery,U_action,04A,23,B_current
Borough_Bronx,10461,Pizza/Italian,D_action,08A,11,A_current
Borough_Queens,11101,Delicatessen,U_action,02G,17,B_current
Borough_Brooklyn,11211,Japanese,D_action,10F,13,A_current
Borough_Manhattan,10007,Delicatessen,U_action,10F,20,Z_current
Borough_Manhattan,10013,Italian,D_action,06D,8,A_current
Borough_Manhattan,10013,Italian,D_action,10F,8,A_current
Borough_Manhattan,10001,American,F_action,04K,30,C_current
Borough_Manhattan,10001,American,F_action,08A,30,C_current
Borough_Manhattan,10013,American,D_action,10B,6,A_current
Borough_Manhattan,10001,Korean,D_action,10F,5,A_current
Borough_Manhattan,10001,American,F_action,04L,30,C_current
Borough_Manhattan,10013,Asian,D_action,10F,4,A_current
Borough_Queens,11101,Delicatessen,U_action,04L,17,B_current
Borough_Manhattan,10013,American,D_action,10F,6,A_current
Borough_Brooklyn,11211,Jewish/Kosher,F_action,04M,41,Z_current
Borough_Brooklyn,11211,Jewish/Kosher,F_action,06C,41,Z_current
Borough_Brooklyn,11211,Jewish/Kosher,F_action,06F,41,Z_current
Borough_Brooklyn,11211,Jewish/Kosher,F_action,10F,41,Z_current
Borough_Manhattan,10013,Vegetarian,U_action,02G,18,B_current
Borough_Manhattan,10013,Vegetarian,U_action,06E,18,B_current
Borough_Queens,11101,Delicatessen,U_action,08A,17,B_current
Borough_Manhattan,10009,---,U_action,04C,18,B_current
Borough_Bronx,10461,Pizza/Italian,D_action,04L,11,A_current
Borough_Queens,11426,Sandwiches,D_action,06E,5,A_current
Borough_Brooklyn,11211,Japanese,D_action,10G,13,A_current
Borough_Brooklyn,11211,Japanese,D_action,10H,13,A_current
Borough_Bronx,10461,Pizza/Italian,D_action,10F,11,A_current
Borough_Manhattan,10007,Delicatessen,U_action,02G,20,Z_current
Borough_Manhattan,10007,Delicatessen,U_action,99B,20,Z_current
Borough_Queens,11368,Spanish,U_action,04M,9,A_current
Borough_Queens,11368,Spanish,U_action,08A,9,A_current
Borough_Manhattan,10009,---,U_action,10B,18,B_current
Borough_Manhattan,10009,---,U_action,99B,18,B_current
Borough_Bronx,10457,American,G_action,04N,49,A_current
Borough_Bronx,10457,American,G_action,08A,49,A_current
Borough_Manhattan,10001,American,F_action,06C,30,C_current
Borough_Manhattan,10009,---,U_action,02G,18,B_current
Borough_Brooklyn,11217,Café/Coffee/Tea,U_action,04J,27,B_current
Borough_Brooklyn,11217,Café/Coffee/Tea,U_action,06D,27,B_current
Borough_Brooklyn,11219,Asian,D_action,06C,7,A_current
Borough_Manhattan,10001,American,F_action,02G,30,C_current
Borough_Manhattan,10001,American,F_action,06E,30,C_current
Borough_Queens,11361,Chinese,U_action,06C,20,Z_current
Borough_Manhattan,10013,Vegetarian,U_action,10B,18,B_current
Borough_Bronx,10457,American,G_action,10F,49,A_current
Borough_Brooklyn,11211,Jewish/Kosher,F_action,02G,41,Z_current
Borough_Brooklyn,11211,Jewish/Kosher,F_action,06B,41,Z_current
Borough_Queens,11435,Chinese,D_action,10F,11,A_current
Borough_Brooklyn,11219,Asian,D_action,10F,7,A_current
Borough_Queens,11361,Chinese,U_action,09C,20,Z_current
Borough_Queens,11361,Chinese,U_action,10F,20,Z_current
Borough_Manhattan,10013,Vegetarian,U_action,10F,18,B_current
Borough_Manhattan,10017,Italian,D_action,06D,13,A_current
Borough_Manhattan,10017,Italian,D_action,06E,13,A_current
Borough_Queens,11435,Chinese,D_action,04M,11,A_current
Borough_Queens,11435,Chinese,D_action,08A,11,A_current
Borough_Brooklyn,11217,Café/Coffee/Tea,U_action,02G,27,B_current
Borough_Bronx,10457,American,G_action,06F,49,A_current
Borough_Bronx,10457,American,G_action,02G,49,A_current
Borough_Brooklyn,11217,Café/Coffee/Tea,U_action,10F,27,B_current
Borough_Queens,11429,Caribbean,U_action,04N,8,A_current
Borough_Manhattan,10013,American,U_action,06A,27,B_current
Borough_Queens,11435,Chinese,D_action,02G,7,A_current
Borough_Queens,11375,---,U_action,02G,24,B_current
